id,category1Name,category2Name,category3Name,categoryId,ean,upcCode,name,description,brand,mediaUrl
4123018524155-1000,"DVD, Blu-Ray",Player,DVD Player,3-4-3,4123018524155,412301852415,DVD player - luxury edition,Made with premium materials for maximum durability.,MGM,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018524155.jpg
4123018524222-1000,"DVD, Blu-Ray",Player,DVD VCR Player,3-4-4,4123018524222,412301852422,Premium DVD VCR Player,A perfect choice to meet your daily needs.,Universal Pictures,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018524222.jpg
4123018524399-1000,"DVD, Blu-Ray",Second-Hand,Used DVD,3-5-1,4123018524399,412301852439,High quality accessory: used DVD,A perfect choice to meet your daily needs.,Warner Bros,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018524399.jpg
4123018524466-1000,"DVD, Blu-Ray",Second-Hand,Used DVD Box Set,3-5-2,4123018524466,412301852446,Premium Used DVD Box Set,Made with premium materials for maximum durability.,Universal Pictures,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018524466.jpg
4123018524533-1000,"DVD, Blu-Ray",Second-Hand,Blu-Ray d'occasion,3-5-3,4123018524533,412301852453,High quality accessory: used blu-ray,Designed to deliver an exceptional user experience.,MGM,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018524533.jpg
4123018524600-1000,"DVD, Blu-Ray",Second-Hand,Used Blu-ray Box Set,3-5-4,4123018524600,412301852460,High quality accessory: used blu-ray box set,A perfect choice to meet your daily needs.,Universal Pictures,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018524600.jpg
4123018524777-1000,"Video Games, Console",PlayStation 5,PlayStation 5 Console,4-1-1,4123018524777,412301852477,Ultimate game: ps5 console,A must-have for fans of high-quality video games.,Ubisoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018524777.jpg
4123018524844-1000,"Video Games, Console",PlayStation 5,PlayStation 5 Games,4-1-2,4123018524844,412301852484,Legendary Adventure - ps5 games,Perfect for evenings with friends or family.,Nintendo,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018524844.jpg
4123018524911-1000,"Video Games, Console",PlayStation 5,PlayStation 5 Accessories,4-1-3,4123018524911,412301852491,Ultimate game: ps5 accessory,A captivating game offering hours of intense entertainment.,Microsoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018524911.jpg
4123018525077-1000,"Video Games, Console",PlayStation 5,PlayStation 5 Pre-order Games,4-1-4,4123018525077,412301852507,Legendary Adventure - ps5 games for pre-order,A must-have for fans of high-quality video games.,Nintendo,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018525077.jpg
4123018525144-1000,"Video Games, Console",PlayStation 4,PlayStation 4 Console,4-2-1,4123018525144,412301852514,Classic Nintendo: PS4 console,Immersive graphics and exceptional gameplay.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018525144.jpg
4123018525211-1000,"Video Games, Console",PlayStation 4,PlayStation 4 Games,4-2-2,4123018525211,412301852521,Ultimate game: ps4 games,A must-have for fans of high-quality video games.,Microsoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018525211.jpg
4123018525388-1000,"Video Games, Console",PlayStation 4,PlayStation 4 Accessories,4-2-3,4123018525388,412301852538,Deluxe Pack: PS4 accessory,Experience an incomparable gaming experience with this special edition.,Microsoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018525388.jpg
4123018525455-1000,"Video Games, Console",PlayStation 4,PlayStation 4 Pre-order Games,4-2-4,4123018525455,412301852545,Deluxe Pack: PS4 games for pre-order,Experience an incomparable gaming experience with this special edition.,Microsoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018525455.jpg
4123018525522-1000,"Video Games, Console",Nintendo Switch,Nintendo Switch Console,4-3-1,4123018525522,412301852552,Deluxe pack: nintendo switch console,Perfect for evenings with friends or family.,Ubisoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018525522.jpg
4123018525699-1000,"Video Games, Console",Nintendo Switch,Nintendo Switch Games,4-3-2,4123018525699,412301852569,Prestige Edition: Nintendo Switch Games,Perfect for evenings with friends or family.,Sega,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018525699.jpg
4123018525766-1000,"Video Games, Console",Nintendo Switch,Nintendo Switch Accessories,4-3-3,4123018525766,412301852576,Deluxe pack: nintendo switch accessory,A captivating game offering hours of intense entertainment.,Ubisoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018525766.jpg
4123018525833-1000,"Video Games, Console",Nintendo Switch,Nintendo Switch Pre-order Games,4-3-4,4123018525833,412301852583,Deluxe Pack: Nintendo Switch games for pre-order,A must-have for fans of high-quality video games.,Sega,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018525833.jpg
4123018525900-1000,"Video Games, Console",Xbox One,Xbox One Console,4-4-1,4123018525900,412301852590,Deluxe pack: xbox one console,A captivating game offering hours of intense entertainment.,Nintendo,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018525900.jpg
4123018526066-1000,"Video Games, Console",Xbox One,Xbox One Games,4-4-2,4123018526066,412301852606,Prestige Edition: Xbox One Games,A must-have for fans of high-quality video games.,Ubisoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018526066.jpg
4123018526133-1000,"Video Games, Console",Xbox One,Xbox One Accessories,4-4-3,4123018526133,412301852613,Legendary Adventure - Xbox One Accessory,Perfect for evenings with friends or family.,Ubisoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018526133.jpg
4123018526200-1000,"Video Games, Console",Xbox One,Xbox One Pre-order Games,4-4-4,4123018526200,412301852620,Deluxe Pack: Xbox One games for pre-order,Immersive graphics and exceptional gameplay.,Nintendo,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018526200.jpg
4123018526377-1000,"Video Games, Console",Xbox Series,Xbox Series Console,4-5-1,4123018526377,412301852637,Classic Nintendo: Xbox Series Console,Perfect for evenings with friends or family.,Sega,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018526377.jpg
4123018526444-1000,"Video Games, Console",Xbox Series,Xbox Series Games,4-5-2,4123018526444,412301852644,Classic Nintendo: Xbox Series Games,Perfect for evenings with friends or family.,Ubisoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018526444.jpg
4123018526511-1000,"Video Games, Console",Xbox Series,Xbox Series Accessories,4-5-3,4123018526511,412301852651,Legendary Adventure - Xbox Series Accessory,Experience an incomparable gaming experience with this special edition.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018526511.jpg
4123018526688-1000,"Video Games, Console",Xbox Series,Xbox Series Pre-order Games,4-5-4,4123018526688,412301852668,Legendary Adventure - Xbox Series Games Pre-Order,Perfect for evenings with friends or family.,Nintendo,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018526688.jpg
4123018526755-1000,"Video Games, Console",PC Gaming Universe,PC portable gamer,4-6-1,4123018526755,412301852675,Deluxe Pack: Gaming Laptop,Immersive graphics and exceptional gameplay.,Microsoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018526755.jpg
4123018526822-1000,"Video Games, Console",PC Gaming Universe,Jeux PC,4-6-2,4123018526822,412301852682,Classic Nintendo: PC Games,A must-have for fans of high-quality video games.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018526822.jpg
4123018526999-1000,"Video Games, Console",PC Gaming Universe,Headset gamer,4-6-3,4123018526999,412301852699,Deluxe pack: gaming headset,A captivating game offering hours of intense entertainment.,Nintendo,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018526999.jpg
4123018527055-1000,"Video Games, Console",PC Gaming Universe,Bureau gamer,4-6-4,4123018527055,412301852705,Prestige edition: gaming desk,Experience an incomparable gaming experience with this special edition.,Ubisoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018527055.jpg
4123018527122-1000,"Video Games, Console",PC Gaming Universe,PC de bureau gamer,4-6-5,4123018527122,412301852712,Prestige Edition: Gaming Desktop Computer,Immersive graphics and exceptional gameplay.,Microsoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018527122.jpg
4123018527299-1000,"Video Games, Console",PC Gaming Universe,Écran gamer,4-6-6,4123018527299,412301852729,Ultimate game: gaming screen,Experience an incomparable gaming experience with this special edition.,Ubisoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018527299.jpg
4123018527366-1000,"Video Games, Console",PC Gaming Universe,Volant gamer,4-6-7,4123018527366,412301852736,Nintendo Classic: Gaming Steering Wheel,Experience an incomparable gaming experience with this special edition.,Microsoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018527366.jpg
4123018527433-1000,"Video Games, Console",PC Gaming Universe,Fauteuil gamer,4-6-8,4123018527433,412301852743,Classic Nintendo: gaming chair,Experience an incomparable gaming experience with this special edition.,Ubisoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018527433.jpg
4123018527500-1000,"Video Games, Console",Virtual Reality,Oculus Headset,4-7-1,4123018527500,412301852750,Legendary Adventure - Oculus Headset,Immersive graphics and exceptional gameplay.,Sega,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018527500.jpg
4123018527677-1000,"Video Games, Console",Virtual Reality,HTC Vive,4-7-2,4123018527677,412301852767,Ultimate game: htc vive,Immersive graphics and exceptional gameplay.,Sega,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018527677.jpg
4123018527744-1000,"Video Games, Console",Virtual Reality,PlayStation VR,4-7-3,4123018527744,412301852774,Prestige Edition: PlayStation VR,A must-have for fans of high-quality video games.,Microsoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018527744.jpg
4123018527811-1000,"Video Games, Console",Other,Figurine,4-8-1,4123018527811,412301852781,Nintendo Classic: Figure,Immersive graphics and exceptional gameplay.,Ubisoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018527811.jpg
4123018527988-1000,"Video Games, Console",Other,Arcade Machine,4-8-2,4123018527988,412301852798,Ultimate Game: Arcade Machine,Perfect for evenings with friends or family.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018527988.jpg
4123018528044-1000,"Video Games, Console",Other,Game Card,4-8-3,4123018528044,412301852804,Legendary Adventure - Game Card,A must-have for fans of high-quality video games.,Microsoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018528044.jpg
4123018528111-1000,"Video Games, Console",Second Hand,Used PlayStation 5,4-9-1,4123018528111,412301852811,Prestige Edition: Used PS5,A must-have for fans of high-quality video games.,Microsoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018528111.jpg
4123018528288-1000,"Video Games, Console",Second Hand,Used Nintendo Switch,4-9-2,4123018528288,412301852828,Legendary Adventure - Used Nintendo Switch,Perfect for evenings with friends or family.,Ubisoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018528288.jpg
4123018528355-1000,"Video Games, Console",Second Hand,Used PlayStation 4,4-9-3,4123018528355,412301852835,Prestige Edition: Used PS4,Immersive graphics and exceptional gameplay.,Microsoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018528355.jpg
4123018528422-1000,"Video Games, Console",Second Hand,Used Xbox,4-9-4,4123018528422,412301852842,Legendary Adventure - Used Xbox,Perfect for evenings with friends or family.,Ubisoft,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018528422.jpg
4123018528599-1000,"Telephony, Tablet",Smartphones and Telephony,iPhone,5-1-1,4123018528599,412301852859,Essential item: iphone,Designed to deliver an exceptional user experience.,Huawei,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018528599.jpg
4123018528666-1000,"Telephony, Tablet",Smartphones and Telephony,Xiaomi,5-1-2,4123018528666,412301852866,Ideal solution: xiaomi,Designed to deliver an exceptional user experience.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018528666.jpg
4123018528733-1000,"Telephony, Tablet",Smartphones and Telephony,Google,5-1-3,4123018528733,412301852873,Essential article: google,A reliable and stylish product for every home.,Xiaomi,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018528733.jpg
4123018528800-1000,"Telephony, Tablet",Smartphones and Telephony,Sony,5-1-4,4123018528800,412301852880,High quality accessory: sony,Designed to deliver an exceptional user experience.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018528800.jpg
4123018528977-1000,"Telephony, Tablet",Smartphones and Telephony,Samsung,5-1-5,4123018528977,412301852897,High quality accessory: samsung,Made with premium materials for maximum durability.,Huawei,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018528977.jpg
4123018529033-1000,"Telephony, Tablet",Smartphones and Telephony,Oneplus,5-1-6,4123018529033,412301852903,High quality accessory: oneplus,Made with premium materials for maximum durability.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018529033.jpg
4123018529100-1000,"Telephony, Tablet",Smartphones and Telephony,Huawei,5-1-7,4123018529100,412301852910,Huawei premium,A perfect choice to meet your daily needs.,Xiaomi,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018529100.jpg
4123018529277-1000,"Telephony, Tablet",Smartphones and Telephony,Realme,5-1-8,4123018529277,412301852927,Realme - Luxury Edition,Combines functionality and style for optimal use.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018529277.jpg
4123018529344-1000,"Telephony, Tablet",Smartphones and Telephony,Landline Phone,5-1-9,4123018529344,412301852934,Essential item: landline phone,A reliable and stylish product for every home.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018529344.jpg
4123018529411-1000,"Telephony, Tablet",Tablets and E-Readers,iPad,5-2-1,4123018529411,412301852941,Essential item: iPad,Designed to deliver an exceptional user experience.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018529411.jpg
4123018529588-1000,"Telephony, Tablet",Tablets and E-Readers,Xiaomi Tablet,5-2-2,4123018529588,412301852958,Xiaomi premium tablet,Combines functionality and style for optimal use.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018529588.jpg
4123018529655-1000,"Telephony, Tablet",Tablets and E-Readers,Kobo Reader,5-2-3,4123018529655,412301852965,High quality accessory: kobo e-reader,A perfect choice to meet your daily needs.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018529655.jpg
4123018529722-1000,"Telephony, Tablet",Tablets and E-Readers,Samsung Tablet,5-2-4,4123018529722,412301852972,Samsung tablet - luxury edition,Made with premium materials for maximum durability.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018529722.jpg
4123018529899-1000,"Telephony, Tablet",Connected Objects,Apple watch,5-3-1,4123018529899,412301852989,Apple watch premium,Designed to deliver an exceptional user experience.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018529899.jpg
4123018529966-1000,"Telephony, Tablet",Connected Objects,Xiaomi Smart Band,5-3-2,4123018529966,412301852996,Xiaomi premium bracelet,A perfect choice to meet your daily needs.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018529966.jpg
4123018530099-1000,"Telephony, Tablet",Connected Objects,Samsung Watch,5-3-3,4123018530099,412301853009,Essential item: Samsung Watch,A perfect choice to meet your daily needs.,Apple,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018530099.jpg
4123018530166-1000,"Telephony, Tablet",Connected Objects,Garmin Watch,5-3-4,4123018530166,412301853016,Garmin watch - luxury edition,A reliable and stylish product for every home.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018530166.jpg
4123018530233-1000,"Telephony, Tablet",Accessory,iPhone Case,5-4-1,4123018530233,412301853023,Essential item: iPhone case,A perfect choice to meet your daily needs.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018530233.jpg
4123018530300-1000,"Telephony, Tablet",Accessory,Xiaomi Case,5-4-2,4123018530300,412301853030,Ideal solution: xiaomi case,Designed to deliver an exceptional user experience.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018530300.jpg
4123018530477-1000,"Telephony, Tablet",Accessory,Samsung Case,5-4-3,4123018530477,412301853047,Ideal solution: Samsung case,A perfect choice to meet your daily needs.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018530477.jpg
4123018530544-1000,"Telephony, Tablet",Accessory,"Case, Cover",5-4-4,4123018530544,412301853054,"High quality accessory: case, shell",Made with premium materials for maximum durability.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018530544.jpg
4123018530611-1000,"Telephony, Tablet",Accessory,"Charger, Cables",5-4-5,4123018530611,412301853061,"Essential item: charger, connectors",Made with premium materials for maximum durability.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018530611.jpg
4123018530788-1000,"Telephony, Tablet",Second Hand,Refurbished iPhone,5-5-1,4123018530788,412301853078,Essential item: refurbished iPhone,A reliable and stylish product for every home.,Xiaomi,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018530788.jpg
4123018530855-1000,"Telephony, Tablet",Second Hand,Refurbished Xiaomi Smartphone,5-5-2,4123018530855,412301853085,Premium refurbished xiaomi smartphone,A perfect choice to meet your daily needs.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018530855.jpg
4123018530922-1000,"Telephony, Tablet",Second Hand,Refurbished Samsung Smartphone,5-5-3,4123018530922,412301853092,High quality accessory: refurbished Samsung smartphone,A perfect choice to meet your daily needs.,Huawei,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018530922.jpg
4123018531088-1000,"Telephony, Tablet",Second Hand,Used iPad,5-5-4,4123018531088,412301853108,Used iPad - Luxury Edition,A perfect choice to meet your daily needs.,Sony,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018531088.jpg
4123018531155-1000,"Telephony, Tablet",Second Hand,Used Samsung Tablet,5-5-5,4123018531155,412301853115,High quality accessory: used Samsung tablet,Combines functionality and style for optimal use.,Apple,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018531155.jpg
4123018531222-1000,"Telephony, Tablet",Second Hand,Used E-Reader,5-5-6,4123018531222,412301853122,High quality accessory: used e-reader,Made with premium materials for maximum durability.,Xiaomi,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018531222.jpg
4123018531399-1000,"Telephony, Tablet",Second Hand,Used Smartwatch,5-5-7,4123018531399,412301853139,Essential item: used smartwatch,Made with premium materials for maximum durability.,Huawei,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018531399.jpg
4123018531466-1000,"Computing, Software",Laptop,Ultraportable Laptop,6-1-1,4123018531466,412301853146,Premium ultra portable PC,Designed to deliver an exceptional user experience.,Logitech,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018531466.jpg
4123018531533-1000,"Computing, Software",Laptop,MacBook,6-1-2,4123018531533,412301853153,High quality accessory: macbook,A perfect choice to meet your daily needs.,Asus,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018531533.jpg
4123018531600-1000,"Computing, Software",Laptop,Lenovo,6-1-3,4123018531600,412301853160,High quality accessory: lenovo,Made with premium materials for maximum durability.,Asus,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018531600.jpg
4123018531777-1000,"Computing, Software",Laptop,MSI,6-1-4,4123018531777,412301853177,Msi premium,Made with premium materials for maximum durability.,Dell,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018531777.jpg
4123018531844-1000,"Computing, Software",Laptop,Copilot+ Laptop,6-1-5,4123018531844,412301853184,Copilot laptop + - luxury edition,A reliable and stylish product for every home.,Dell,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018531844.jpg
4123018531911-1000,"Computing, Software",Laptop,3-in-1 Hybrid PC,6-1-6,4123018531911,412301853191,Premium 3-in-1 hybrid PC,Combines functionality and style for optimal use.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018531911.jpg
4123018532077-1000,"Computing, Software",Laptop,Asus,6-1-7,4123018532077,412301853207,Asus - luxury edition,Made with premium materials for maximum durability.,Corsair,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018532077.jpg
4123018532144-1000,"Computing, Software",Laptop,Acer,6-1-8,4123018532144,412301853214,Acer premium,Designed to deliver an exceptional user experience.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018532144.jpg
4123018532211-1000,"Computing, Software",Tablets and E-Readers,iPad,6-2-1,4123018532211,412301853221,High quality accessory: ipad,A reliable and stylish product for every home.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018532211.jpg
4123018532388-1000,"Computing, Software",Tablets and E-Readers,Xiaomi Tablet,6-2-2,4123018532388,412301853238,Ideal solution: xiaomi tablet,Made with premium materials for maximum durability.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018532388.jpg
4123018532455-1000,"Computing, Software",Tablets and E-Readers,Kobo Reader,6-2-3,4123018532455,412301853245,Kobo premium e-reader,Combines functionality and style for optimal use.,Logitech,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018532455.jpg
4123018532522-1000,"Computing, Software",Tablets and E-Readers,Samsung Tablet,6-2-4,4123018532522,412301853252,High quality accessory: Samsung tablet,A perfect choice to meet your daily needs.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018532522.jpg
4123018532699-1000,"Computing, Software",Desktop Computer,All-in-One PC,6-3-1,4123018532699,412301853269,All-in-one PC - luxury edition,Designed to deliver an exceptional user experience.,Corsair,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018532699.jpg
4123018532766-1000,"Computing, Software",Desktop Computer,Custom-Built PC,6-3-2,4123018532766,412301853276,High quality accessory: assembled pc,Combines functionality and style for optimal use.,Dell,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018532766.jpg
4123018532833-1000,"Computing, Software",Desktop Computer,VIST,6-3-3,4123018532833,412301853283,High quality accessory: vist,A perfect choice to meet your daily needs.,Dell,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018532833.jpg
4123018532900-1000,"Computing, Software",Desktop Computer,Lenovo,6-3-4,4123018532900,412301853290,Ideal solution: lenovo,A perfect choice to meet your daily needs.,Dell,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018532900.jpg
4123018533066-1000,"Computing, Software",Desktop Computer,Mini PC,6-3-5,4123018533066,412301853306,Premium mini pc,A perfect choice to meet your daily needs.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018533066.jpg
4123018533133-1000,"Computing, Software",Desktop Computer,Central Unit,6-3-6,4123018533133,412301853313,Ideal solution: central unit,A reliable and stylish product for every home.,Dell,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018533133.jpg
4123018533200-1000,"Computing, Software",Desktop Computer,iMac,6-3-7,4123018533200,412301853320,Ideal solution: imac,Made with premium materials for maximum durability.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018533200.jpg
4123018533377-1000,"Computing, Software",Desktop Computer,Vibox,6-3-8,4123018533377,412301853337,Ideal solution: vibox,Designed to deliver an exceptional user experience.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018533377.jpg
4123018533444-1000,"Computing, Software",PC Gaming Universe,PC portable gamer,6-4-1,4123018533444,412301853344,Premium gaming laptop,A reliable and stylish product for every home.,Corsair,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018533444.jpg
4123018533511-1000,"Computing, Software",PC Gaming Universe,PC Game,6-4-2,4123018533511,412301853351,High quality accessory: pc game Prince of Sands,A reliable and stylish product for every home.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018533511.jpg
4123018533688-1000,"Computing, Software",PC Gaming Universe,Headset gamer,6-4-3,4123018533688,412301853368,Gaming headset - luxury edition,Combines functionality and style for optimal use.,Corsair,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018533688.jpg
4123018533755-1000,"Computing, Software",PC Gaming Universe,PC de bureau gamer,6-4-4,4123018533755,412301853375,Premium gaming desktop PC,A perfect choice to meet your daily needs.,Dell,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018533755.jpg
4123018533822-1000,"Computing, Software",PC Gaming Universe,Gaming Monitor,6-4-5,4123018533822,412301853382,Premium gamer screen,Made with premium materials for maximum durability.,Corsair,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018533822.jpg
4123018533999-1000,"Computing, Software",PC Gaming Universe,Wheel gamer,6-4-6,4123018533999,412301853399,High quality accessory: gaming steering wheel,Combines functionality and style for optimal use.,Logitech,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018533999.jpg
4123018534055-1000,"Computing, Software",Component,Graphics Card,6-5-1,4123018534055,412301853405,Ideal solution: graphics card,A reliable and stylish product for every home.,Logitech,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018534055.jpg
4123018534122-1000,"Computing, Software",Component,Motherboard,6-5-2,4123018534122,412301853412,High quality accessory: motherboard,A perfect choice to meet your daily needs.,Logitech,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018534122.jpg
4123018534299-1000,"Computing, Software",Component,PC Power Supply,6-5-3,4123018534299,412301853429,Premium PC power supply,Made with premium materials for maximum durability.,Asus,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018534299.jpg
4123018534366-1000,"Computing, Software",Component,Processeur,6-5-4,4123018534366,412301853436,Essential item: processor,A perfect choice to meet your daily needs.,Corsair,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018534366.jpg
4123018534433-1000,"Computing, Software",Component,PC Case,6-5-5,4123018534433,412301853443,High quality accessory: PC case,Designed to deliver an exceptional user experience.,Corsair,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018534433.jpg
4123018534500-1000,"Computing, Software",Peripheral and Network,Écran,6-6-1,4123018534500,412301853450,Premium screen,A perfect choice to meet your daily needs.,Dell,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018534500.jpg
4123018534677-1000,"Computing, Software",Peripheral and Network,Clavier,6-6-2,4123018534677,412301853467,Essential item: keyboard,Designed to deliver an exceptional user experience.,Logitech,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018534677.jpg
4123018534744-1000,"Computing, Software",Peripheral and Network,Headset,6-6-3,4123018534744,412301853474,Ideal solution: helmet,Combines functionality and style for optimal use.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018534744.jpg
4123018534811-1000,"Computing, Software",Peripheral and Network,Webcam,6-6-4,4123018534811,412301853481,Webcam - Deluxe Edition,A perfect choice to meet your daily needs.,Logitech,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018534811.jpg
4123018534988-1000,"Computing, Software",Peripheral and Network,Hard Drive,6-6-5,4123018534988,412301853498,Hard Drive - Deluxe Edition,Designed to deliver an exceptional user experience.,Asus,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018534988.jpg
